ticker,fyear,current_ratio,quick_ratio,cash_ratio,receivables_turnover,inventory_turnover,payables_turnover,total_asset_turnover,fixed_asset_turnover,days_sales_outstanding,days_inventory_outstanding,debt_ratio,debt_to_equity,equity_multiplier,times_interest_earned,gross_margin,operating_margin,net_margin,roa
SPR,2021,2.623727623727624,0.7359307359307359,0.45255645255645255,15.256305781916957,5.341308881980245,8.392777640366065,0.9835083396393973,3.542495438470029,23.92453358090321,68.33531032653542,,,6.774321266968326,,0.13693072706693288,0.09675573247192583,0.06741615902125116,0.06630435462385631
SPR,2022,2.0287846481876333,1.4989872068230277,1.2529317697228144,7.19830866807611,2.7419872366216262,6.012351469668543,0.42240031759422375,1.4259449272327505,50.70635573308271,133.1151345728774,,,17.259201427615437,,-0.12943491541353383,-0.2387218045112782,-0.25560972744360905,-0.10796963005235342
SPR,2023,1.6175672215108834,1.2101408450704225,0.9594366197183098,8.31248028598465,2.8533978200679915,4.964087555636851,0.5488943659527198,1.6170003886036857,43.90987857323552,127.91766974550457,,,-26.934141414141415,,-0.029800151783455603,-0.11616493802175563,-0.13680748798380976,-0.0750928593744576
SPR,2024,1.706682436428149,0.9389528271846427,0.67261065368694,9.35739534883721,3.076590487955528,4.9156222244152765,0.7387616312801568,2.190878599120094,39.00658104024176,118.63782373017467,,,-13.908545127076247,,0.009662796246222363,-0.05590901860982981,-0.10849769365357086,-0.08015393315364673
TDG,2015,2.8836931458405517,1.351461921431217,0.7518667638379469,5.477829932224521,1.9056579113606957,7.558583388773209,0.2848073539614921,9.072736530446754,66.63222562876742,191.53490131887276,1.2302995420349843,6.820409506134552,5.543698321510559,,0.5453970068592808,0.3894486593223862,0.15734202868426522,0.04481216685649877
TDG,2016,2.7168541683774485,1.5340955057375827,0.8587973734553539,5.966730326045822,2.1038711059282704,8.547487459535974,0.31511057559225175,10.037843279920134,61.172531697420794,173.48971568244178,1.1250378284512101,-27.772796323216827,-24.68609998781144,,0.5343127793515631,0.39100579626837306,0.12933929957613155,0.040756181136133496
TDG,2017,3.8940809430735728,1.8547454634116527,1.0889512797583851,5.305930649512795,1.9115987994635901,8.412730806933492,0.2845070774828993,9.477632058032713,68.79094811265867,190.93964701297256,1.0607377564461555,-7.3117243825746305,-6.893055647487724,,0.5355683079588418,0.39673305345358434,0.1651987447891944,0.047000212083817036
TDG,2018,2.4495599280821683,1.5501369699446839,0.8197909514876107,5.231340095309889,1.9844035713401875,9.469668936739755,0.30638783673296677,9.980774314559783,69.77179715905633,183.934359558471,1.2958404460616695,-12.449956949107488,-9.607631083707501,,0.5448877487023914,0.3997463589550519,0.18490633979638715,0.05665305344842594
TDG,2019,4.061928159381241,2.5448132015078047,1.7625785499932252,5.228572473006937,1.978757439095609,9.428217791068482,0.31608404551671737,9.826152424722085,69.80872922472652,184.45919281891528,1.1482661113163906,-21.498316167554375,-18.722416307234187,,0.5663427585533829,0.423152105735662,0.17033056091882912,0.05383877277035518
TDG,2020,3.1631989596879064,1.6482444733420025,0.9538361508452535,4.300602039146651,1.6033031577418742,7.268634773344484,0.2678853823114881,6.65483313586529,84.87183810023615,227.65501223990208,1.1774223315902799,-6.485598102338191,-5.508302270416808,,0.571241144056678,0.43426922067698764,0.2511151928627657,0.06727008944426506
TDG,2021,4.306930693069307,1.7283415841584158,1.2827970297029703,5.842281879194631,1.9189189189189189,9.773279352226721,0.30147186147186145,6.922465208747515,62.47558874210224,190.21126760563382,1.2157107909758087,-5.630161127895267,-4.631168177240685,,0.5378135171357458,0.3687535898908673,0.17040015316867702,0.05137085137085137
TDG,2022,4.227300060132291,3.3541791942273003,2.878532772098617,6.754467240238252,1.9902755267423013,11.03820224719101,0.2706443914081146,6.705650459921157,54.03831079757006,183.39169381107493,1.1506601087237898,-7.6217421124828535,-6.623799725651578,,0.5187144816774446,0.34313149127963943,0.1369782480893592,0.03707239459029435
TDG,2023,3.961430575035063,2.782608695652174,2.1044880785413747,5.458475540386803,1.8156535558204212,9.031620553359684,0.25642670087114533,6.0849714648065945,66.86848686952898,201.02954048140043,1.207985861821395,-5.797243572753777,-4.79909886032335,,0.523759899958316,0.35243851604835347,0.14172571904960402,0.036342258564480784
TDG,2024,4.267257758074731,2.9778340721975933,2.1988600379987333,4.942193900773782,1.5807327001356852,7.97945205479452,0.2851590198807679,5.2657613967022305,73.8538404862774,230.90557939914163,1.099048572859289,-11.0625,-10.065524193548388,,0.5708233560508381,0.4079941057284951,0.1595137226008473,0.04548677679439032
TXT,2015,,,,,2.579175152749491,,0.8287572749058542,4.8474169002803364,,141.51811272332444,0.7074974323861691,3.454697425610164,4.882982280173855,,0.1630039656311963,,0.04114342366159947,0.03409791167408422
TXT,2016,,,,,2.8297819623389495,,0.94688363524716,5.563439567047505,,128.98520269678662,0.6624966004895295,2.2226277372262775,3.35492700729927,,0.17704280155642024,,0.043233895373973194,0.04093746801760311
TXT,2017,,,,,2.550882899628253,,0.8929022816470432,5.291937709442145,,143.08771290645777,0.6370621174632114,2.290262172284644,3.5950374531835205,,0.18207554198018328,,0.05192579900171348,0.04636466440497572
TXT,2018,,,,,2.691896912003715,,0.8982995634894781,5.201056205205583,,135.5921166120407,0.631877444589309,1.9526591458501208,3.0902497985495567,,0.1591238758340586,,0.0697708152016246,0.06267509283992442
TXT,2019,,,,,2.910140562248996,,0.9591947034184569,5.321589205397301,,125.42349491116094,0.6360067302299495,1.627556512378902,2.5590240401865807,,0.18340611353711792,,0.021622763769545007,0.02074044048101608
